,Tipo de Propiedad,Zona,Ciudad,Barrio,Calle,Tipo de Barrio,Apto Escritura,Apto Crédito:,Etapa de Construcción,Antigüedad,Cantidad de Plantas,Cantidad de Dormitorios,Cantidad de Baños,Cantidad de Cocheras,Cobertura Cocheras,Superficie Total m2,Superficie Cubierta m2,Valor
10164,Casa,Sur,Córdoba,Acosta,soto 1400,Abierto,Si,,,40 años,,3 Dormitorios,1 Baño,1,Cubierta,325,130,
10165,Casa,Norte,Córdoba,Don Bosco,FRANCISCO LUNA ESQ. AV.  GANDHI,Abierto,No,,,11 años,,2 Dormitorios,1 Baño,1,Cubierta,230,90,98000
10166,Casa,,Villa Allende,Prados de la Villa,BODEREAU,Cerrado,,,,14 años,2 Plantas,4 Dormitorios,2 Baños,2,Cubierta,455,180,250000
10167,Casa,Norte,Córdoba,Jeronimo L. Cabrera,Carola Lorenzini 743,Abierto,,,Terminada,,1 Planta,3 Dormitorios,1 Baño,1,,250,114,
10168,Casa,Norte,Córdoba,Cerro Norte,,Abierto,Si,,Terminada,,1 Planta,3 Dormitorios,1 Baño,2,Cubierta,,,120
10169,Casa,,Anisacate,,,Abierto,,,,,,,,,,,,
10170,Casa,,Unquillo,,,Abierto,Si,,,,1 Planta,2 Dormitorios,1 Baño,1,Cubierta,300,92,
10171,Casa,,Valle del Sol,,,,Si,,Terminada,20 años,2 Plantas,3 Dormitorios,2 Baños,2,Cubierta,2744,165,180000
10172,Casa,,Cosquín,,Los Hidalgos,Abierto,Si,,En Construcción,,2 Plantas,2 Dormitorios,2 Baños,1,,1000,180,
10173,Duplex,,Córdoba,,Agua Sacha,Abierto,Si,,,,,2 Dormitorios,2 Baños,,,200,80,85000
10174,Casa,,Villa Carlos Paz,,,Abierto,Si,,Terminada,40 años,1 Planta,4 Dormitorios,2 Baños,2,Cubierta,903,224,
10175,Casa,,Obispo Trejo,,general paz,Abierto,Si,,Terminada,7 años,2 Plantas,3 Dormitorios,4 Baños,1,Cubierta,,200,
10176,Duplex,Sur,Córdoba,,leartes 1700,Abierto,Si,,,,2 Plantas,1 Dormitorio,2 Baños,1,Cubierta,108,100,
10177,Casa,,Malagueño,Las Cañitas Barrio Privado,,Country,Si,,En Construcción,ESTRENAR,2 Plantas,3 Dormitorios,2 Baños,2,Cubierta,540 MTS ,195 MTS,
10178,Casa,,Córdoba,General Paz,,Abierto,,,,,,3 Dormitorios,,,,,,180000
10179,Casa,,Villa Ciudad de América,,,Abierto,Si,,Terminada,12 años,1 Planta,3 Dormitorios,1 Baño,,,3000,70,60000
10180,Casa,,Unquillo,,Adela,Abierto,Si,,,,1 Planta,2 Dormitorios,1 Baño,1,,80,450,75000
10181,Casa,,Córdoba,,,,Si,,,,,2 Dormitorios,,,,,,70000
10182,Casa,,Villa la Bolsa,,BUENOS AIRES,Abierto,Si,,,,,4 Dormitorios,,,,,,330000
10183,Duplex,Norte,Córdoba,Villa Rivera Indarte,Laborde 9200,Abierto,No,,,,2 Plantas,2 Dormitorios,1 Baño,,,208,77,85000
10184,Casa,,Córdoba,Don Bosco,,,,,,,,3 Dormitorios,,,,,,130000
10185,Cabaña,,Villa Santa Cruz del Lago,,,,Si,,Terminada,,,2 Dormitorios,2 Baños,2,,971,,55000
10186,Duplex,Norte,Córdoba,,Av. Ghandi 750,Cerrado,No,,,,2 Plantas,3 Dormitorios,2 Baños,2,Cubierta,250,140,180000
10187,Chalet,,Villa Carlos Paz,,,Abierto,Si,,Terminada,30 años,2 Plantas,4 Dormitorios,3 Baños,2,Cubierta,1050,370,410000
10188,Casa,,Villa Carlos Paz,,"Barrio ""Las Vertientes""",,Si,,Terminada,,,2 Dormitorios,1 Baño,1,Cubierta,300,,145000
10189,Duplex,,La Calera,Los Prados II,MARIA ELENA WALSH ESQ. JUAN JO,Cerrado,Si,,Terminada,,2 Plantas,2 Dormitorios,2 Baños,1,Semidescubierta,115,90,120000
10190,Casa,Norte,Córdoba,,,Abierto,Si,,Terminada,,1 Planta,3 Dormitorios,1 Baño,2,Cubierta,,,119
10191,Casa,,Villa Los Aromos,,los patos,Abierto,Si,,Terminada,8 ,1 Planta,1 Dormitorio,1 Baño,,,540,75,85000
10192,Casa,,Villa Allende,Comarca de Allende,Padre Luchesse,,Si,,,,1 Planta,3 Dormitorios,3 Baños,2,,360,186,150000
10193,Duplex,,Mar del Tuyú,,67 600,,,,,,,2 Dormitorios,1 Baño,,,48,48,35000
10194,Duplex,Norte,Córdoba,Villa Rivera Indarte,E. Bodereau 8700-8742 8700,Cerrado,Si,,Terminada,4 años,2 Plantas,2 Dormitorios,2 Baños,1,Cubierta,180,110,120000
10195,Casa,,La Bolsa,,LOS ROBLES ESQUINA FLOR DE COSMO,,Si,,En Construcción,10 años,2 Plantas,1 Dormitorio,1 Baño,1,Cubierta,660,160,110000
10196,Duplex,,Mar del Tuyú,,67 600,,,,,,,3 Dormitorios,1 Baño,,,72,72,40000
10197,Cabaña,,La Falda,,,Abierto,,,,,,,,,,,,70
10198,Cabaña,,La Paisanita,,,Abierto,Si,,Terminada,5 años,2 Plantas,2 Dormitorios,1 Baño,,,2250 ,60,75000
10199,Duplex,,Mar del Tuyú,,68 200,,,,,,,2 Dormitorios,1 Baño,,,45,45,45000
10200,Duplex,,Mar del Tuyú,,64 1700,,,,,,,2 Dormitorios,1 Baño,,,70,70,65000
10201,Cabaña,,Villa Giardino,,Helecho 420,Abierto,Si,,,1 año,2 Plantas,3 Dormitorios,2 Baños,1,Cubierta,910,130,
10202,Casa,Norte,Córdoba,,LOCELSO 6300,Abierto,Si,,Terminada,10 años,1 Planta,3 Dormitorios,2 Baños,2,Cubierta,315,189,155000
10203,Duplex,Sur,Córdoba,Cabildo,VALLE CERCANO,Con Seguridad,Si,,,,2 Plantas,2 Dormitorios,2 Baños,2,Cubierta,250,185,85000
10204,Casa,,Cosquín,,marcelo t de alvear 170,Abierto,Si,,Terminada,,1 Planta,1 Dormitorio,1 Baño,,,476,60,
10205,Duplex,Norte,Córdoba,,DEL SIGNO Y PALOMA,,Si,,,A ESTRENAR,2 Plantas,3 Dormitorios,2 Baños,1,Semidescubierta,133,115,117000
10206,Casa,Oeste,Córdoba,Ayacucho,mancha y velazco  1690,Abierto,Si,,Terminada,20 años,2 Plantas,3 Dormitorios,2 Baños,5,Cubierta,309,248,200000
10207,Duplex,Norte,Córdoba,Chacra del Norte,CHACRAS DEL NORTE,Cerrado,Si,,,,2 Plantas,3 Dormitorios,3 Baños,1,Cubierta,180,160,200000
10208,Casa,Sur,Córdoba,Aeronautico,H,Abierto,,,,,1 Planta,2 Dormitorios,1 Baño,1,Cubierta,65,,
10209,Casa,,Villa Carlos Paz,,HAENDL  504,Abierto,Si,,Terminada,15 años,1 Planta,2 Dormitorios,1 Baño,,,1200,140,85000
10210,Casa,,Río Ceballos,Otro,Av. San Martín 2,Abierto,Si,,Terminada,45 años,1 Planta,2 Dormitorios,2 Baños,1,Cubierta,2000,150,120000
10211,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,
10212,Casa,Norte,Córdoba,San Salvador,LA RIOJA  3786,Abierto,Si,,Terminada,20 años,2 Plantas,4 Dormitorios,3 Baños,2,Cubierta,300,720,250000
10213,Casa,Norte,Córdoba,Escobar,Ricardo pedroni 1600,Abierto,Si,,,,2 Plantas,4 Dormitorios,4 Baños,4,Cubierta,,,290000
10214,Casa,Norte,Córdoba,Colinas del Cerro,Colonia 25,Abierto,,,,,,,,,,,,
10215,Casa,,Río Ceballos,Otro,pampa 84,Abierto,Si,,,,1 Planta,3 Dormitorios,2 Baños,1,Cubierta,1400,170,137000
10216,Chalet,,Córdoba,,a 400 metros de la ruta 38,Abierto,,,Terminada,,2 Plantas,4 Dormitorios,3 Baños,3,Cubierta,,,180000
10217,Casa,Norte,Córdoba,Villa Belgrano,Alejandro volta  5218,Cerrado,,,Terminada,20 años,2 Plantas,3 Dormitorios,3 Baños,1,Cubierta,250,140,180000
10218,Cabaña,,Córdoba,,a 400 metros de la ruta 38,Abierto,Si,,Terminada,,1 Planta,1 Dormitorio,1 Baño,1,Cubierta,350,70,56140
10219,Casa,,Malagueño,Las Cañitas Barrio Privado,,Cerrado,,,,,1 Planta,3 Dormitorios,3 Baños,2,Cubierta,,,250000
10220,Casa,,Mendiolaza,El Talar,AV. TISSERA 4700,Abierto,Si,,Terminada,4 AÑOS,1 Planta,2 Dormitorios,1 Baño,3,Cubierta,562,95,120000
10221,Casa,Norte,Córdoba,Colinas del Cerro,Colonia 25,Abierto,,,,,,,,,,,,
10222,Duplex,Norte,Córdoba,Alto Verde,Moscoso Peralta,Abierto,,,,,2 Plantas,3 Dormitorios,3 Baños,2,,,300,265000
10223,Casa,,Villa Allende,Golf,Colon 100,,,,,80 años,,3 Dormitorios,4 Baños,1,,1872,226,279000
10224,Casa,Norte,Córdoba,,,Country,Si,,,hasta 5 años,2 Plantas,3 Dormitorios,3 Baños,1,Cubierta,650,300,350000
10225,Casa,,Córdoba,Quintas de Arguello,,,,,Terminada,,,2 Dormitorios,,,,,,100000
10226,Casa,Norte,Córdoba,Rivera Indarte,HAYNA 7464,Abierto,Si,,Terminada,,1 Planta,3 Dormitorios,2 Baños,4,Cubierta,778,546,250000
10227,Duplex,,Villa Carlos Paz,,La habana,Cerrado,,,,,,Monoambiente,,,,,,120000
10228,Duplex,Norte,Córdoba,Nuevo Poeta Lugones,Jose Betinotti 2960,Abierto,,,En Pozo,,2 Plantas,2 Dormitorios,2 Baños,1,Cubierta,181,100,120000
10229,Casa,,Córdoba,Matienzo,,Abierto,Si,,Terminada,30 años,1 Planta,3 Dormitorios,2 Baños,2,Cubierta,340,180,55000
10230,Casa,,Córdoba,1 de Mayo,rosales 5500,Abierto,Si,,,50 años,1 Planta,2 Dormitorios,1 Baño,1,Semidescubierta,336,207,
10231,Casa,Norte,Córdoba,,,Country,Si,,,,,3 Dormitorios,,,,,,205000
10232,Duplex,Norte,Córdoba,,,Abierto,,,,,2 Plantas,2 Dormitorios,3 Baños,1,Cubierta,181,120,130000
10233,Casa,,Capital Federal,Villa Luro,Yerbal 6300,,,,,80 años,1 Planta,Más de 4 Dormitorios,1 Baño,,,173,168,189900
10234,Casa,,Córdoba,,,,Si,,,,,Monoambiente,,,,,,
10235,Casa,Norte,Córdoba,Tablada Park,DE LOS EMILIANOS 4900,Abierto,Si,,Terminada,,1 Planta,3 Dormitorios,2 Baños,,,2540,275,300000
10236,Casa,,Villa Allende,La Paloma,MENDOZA 750,Cerrado,Si,,Terminada,10 años,2 Plantas,3 Dormitorios,2 Baños,1,Cubierta,1500,350,450000
10237,Casa,Norte,Córdoba,Poeta Lugones,CESAR CARRIZO 3164,Abierto,Si,,Terminada,44 años,1 Planta,3 Dormitorios,2 Baños,2,Cubierta,325,192,140000
10238,Casa,Norte,Córdoba,,TEMISTOCLES CASTELLANOS 1416,Abierto,Si,,Terminada,16 AÑOS,2 Plantas,4 Dormitorios,2 Baños,2,Cubierta,231,121,188000
10239,Duplex,Norte,Córdoba,Rivera Indarte,CORRAL DE BSUTOS 8500,Abierto,Si,,Terminada,12 años,2 Plantas,2 Dormitorios,2 Baños,1,Semidescubierta,420,189,130000
10240,Casa,,Villa Carlos Paz,, JORGE HAENDEL 869,Abierto,Si,,Terminada,,1 Planta,2 Dormitorios,1 Baño,,Semidescubierta,1200,140,110000
10241,Casa,,Córdoba,,,Abierto,Si,,,,1 Planta,2 Dormitorios,1 Baño,1,Semidescubierta,110,100,135000
10242,Casa,Norte,Córdoba,Villa Rivera Indarte,CORRAL DE BSUTOS 9263,Abierto,Si,,Terminada,9 AÑOS,1 Planta,2 Dormitorios,1 Baño,1,Cubierta,350,96,137000
10243,Casa,Norte,Córdoba,Villa Cabrera,JULIÁN PAZ 2162,Abierto,Si,,Terminada,,1 Planta,3 Dormitorios,1 Baño,3,Semidescubierta,300,130,87000
10244,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,169000
10245,Casa,Norte,Córdoba,Villa Warcalde,QUINTAS DE HORMAECHE 6627,Cerrado,,,,,2 Plantas,3 Dormitorios,3 Baños,2,Cubierta,495,192,290000
10246,Casa,Norte,Córdoba,Chacra del Norte,AV. SPILIMBERGO 100,Country,,,,,2 Plantas,3 Dormitorios,2 Baños,1,Semidescubierta,,141,220000
10247,Casa,,Villa Carlos Paz,,EDISON 851,Abierto,Si,,Terminada,,2 Plantas,3 Dormitorios,3 Baños,2,,880,222,240000
10248,Casa,Norte,Córdoba,Villa Belgrano,Edmundo MAriotte 5460,Cerrado,No,,Terminada,3 años,2 Plantas,3 Dormitorios,2 Baños,1,Cubierta,,130,300000
10249,Chalet,,Los Cocos,,AV.GRIERSON 1196 1196,Abierto,Si,,,40 años,2 Plantas,Más de 4 Dormitorios,Más de 4 Baños,2,Cubierta,2100,550,
10250,Casa,,Córdoba,Pque. Chacabuco,Castelli 2500,Abierto,Si,,Terminada,56 años,1 Planta,3 Dormitorios,2 Baños,1,Cubierta,263,183,150000
10251,Casa,,Cabalango,,LOS ALGARROBOS,Abierto,Si,,Terminada,,1 Planta,1 Dormitorio,1 Baño,,,642,115,
10252,Casa,Norte,Córdoba,Rivera Indarte,HANAN PACHA 8374,Abierto,Si,,Terminada,21 años,1 Planta,3 Dormitorios,1 Baño,1,Semidescubierta,453,123,130000
10253,Casa,,Villa Carlos Paz,,9 de julio  480,Abierto,,,,5 años,,3 Dormitorios,4 Baños,,,750,240,320000
10254,Casa,Norte,Córdoba,,De los extremeños 4900,Con Seguridad,Si,,Terminada,,2 Plantas,3 Dormitorios,3 Baños,2,Semidescubierta,,,420000
10255,Casa,,Villa Carlos Paz,,9 DE JULIO  480,Abierto,Si,,,,2 Plantas,4 Dormitorios,2 Baños,1,,1343,304,240000
10256,Casa,,Villa Carlos Paz,,,,,,,,,4 Dormitorios,,,,,,280000
10257,Casa,,Villa Carlos Paz,,9 DE JULIO  480,,,,,10 años,2 Plantas,3 Dormitorios,4 Baños,2,Cubierta,450,214,350000
10258,Casa,,Villa Carlos Paz,,VILLA CARLOS PAZ 100,Abierto,Si,,Terminada,20 años,1 Planta,Más de 4 Dormitorios,3 Baños,2,Cubierta,1000,307,375000
10259,Casa,,Villa Carlos Paz,,VILLA CARLOS PAZ 394,Abierto,,,Terminada,10 años,2 Plantas,4 Dormitorios,2 Baños,1,Cubierta,450,150,170000
10260,Casa,,Villa Carlos Paz,,COSTA AZUL - VILLA CARLOS PAZ 100,Abierto,,,,,,4 Dormitorios,,,,450,150,160000
10261,Chalet,,Los Cocos,,AV.GRIERSON 1196 1196,Abierto,Si,,Terminada,35 años,2 Plantas,Más de 4 Dormitorios,Más de 4 Baños,2,Cubierta,2100,500,
10262,Casa,,Villa Carlos Paz,,,Abierto,,,,,,Más de 4 Dormitorios,,,,,,600000
10263,Casa,,Villa Carlos Paz,,villa carlos paz 100,Abierto,Si,,,,,4 Dormitorios,2 Baños,1,,680,260,305000
10264,Casa,,Villa Carlos Paz,,,Abierto,,,,,1 Planta,3 Dormitorios,3 Baños,4,Cubierta,"2816,75",436,
10265,Casa,,Villa Carlos Paz,,9 de julio 480,Abierto,Si,,,,3 Plantas,Más de 4 Dormitorios,4 Baños,4,Cubierta,1114,600,500000
10266,Casa,,Villa Carlos Paz,,VILLA CARLOS PAZ 100,Abierto,Si,,,,,3 Dormitorios,2 Baños,1,Cubierta,566,200,
10267,Casa,Norte,Córdoba,Cerro de las Rosas,Nicanor Carranza,Abierto,Si,,Terminada,,1 Planta,4 Dormitorios,3 Baños,2,Cubierta,495,236,245000
10268,Casa,,Córdoba,,,,,,,,,,,,,,,
10269,Casa,,Villa Carlos Paz,,ESTANCIA VIEJA 100,Abierto,Si,,Terminada,3 años,2 Plantas,2 Dormitorios,1 Baño,2,Semidescubierta,803,113,110000
10270,Casa,,Otra,,El Tipal 100,,,,,,,4 Dormitorios,4 Baños,,,3180,400,
10271,Casa,,Villa Carlos Paz,,VILLA CARLOS PAZ,Abierto,Si,,,,2 Plantas,3 Dormitorios,3 Baños,1,,590,170,180000
10272,Casa,,Villa Carlos Paz,,9 de julio 222,Abierto,Si,,,8 años,2 Plantas,4 Dormitorios,3 Baños,2,Cubierta,550,220,200000
10273,Casa,,Villa Carlos Paz,,villa carlos paz 1,Abierto,Si,,,,2 Plantas,4 Dormitorios,3 Baños,2,,536,360,650000
10274,Casa,,Salta,,"Los Teros, El Tipal 100",,,,,8 años,,3 Dormitorios,2 Baños,,,7000,360,
10275,Casa,Este,Córdoba,Yofre Norte,Montemayor 2758,Con Seguridad,No,,Terminada,,1 Planta,Más de 4 Dormitorios,2 Baños,2,Cubierta,300,186,80000
10276,Casa,,Villa Carlos Paz,,villa del lago 851,Abierto,,,Terminada,3 años,3 Plantas,4 Dormitorios,4 Baños,2,Cubierta,10,10,
10277,Casa,,Villa Carlos Paz,,villa carlos paz 905,Abierto,,,En Pozo,,Más de 3 Plantas,Monoambiente,1 Baño,1,Cubierta,1000,45,95000
10278,Casa,,Villa Carlos Paz,,,,,,,,2 Plantas,4 Dormitorios,3 Baños,2,Cubierta,500,250,380000
10279,Casa,,Villa Carlos Paz,,VILLA CARLOS PAZ - el saladillo 100,,Si,,Terminada,20 años,2 Plantas,4 Dormitorios,2 Baños,2,Semidescubierta,1037,158,200000
10280,Casa,,Villa Carlos Paz,,,,,,,,2 Plantas,Más de 4 Dormitorios,3 Baños,2,,1500,350,
10281,Casa,,Villa Carlos Paz,,9 de julio  480,Abierto,Si,,,,,Más de 4 Dormitorios,Más de 4 Baños,3,Cubierta,2500,960,
10282,Casa,,Villa Carlos Paz,,villa carlos paz 1,,Si,,,,,3 Dormitorios,,,,,,285000
10283,Casa,Norte,Córdoba,Pque. Liceo I,Jose Hernandez  4513,Abierto,Si,,,50 años,,2 Dormitorios,,,,360,80,
10284,Casa,,La Calera,Terrazas de La Estanzuela, Jorge Luis Borges  1200,Cerrado,,,Terminada,3 años,2 Plantas,2 Dormitorios,2 Baños,2,,468,142,163000
10285,Casa,,Oncativo,,25 de mayo 49,Abierto,Si,,,20 años,,3 Dormitorios,2 Baños,,,800,130,190000
10286,Casa,,Córdoba,,,Abierto,Si,,,5 años,,Monoambiente,,,,,,
10287,Casa,,La Calera,Terrazas de La Estanzuela,Jorge Luis Borges 1200,Cerrado,Si,,,,2 Plantas,2 Dormitorios,2 Baños,1,Cubierta,,147,240000
10288,Casa,Sur,Córdoba,1 de Mayo,Publica S/N,Abierto,Si,,Terminada,20 años,1 Planta,3 Dormitorios,1 Baño,1,Semidescubierta,352,110,82000
10289,Casa,,Córdoba,,,,,,,,,1 Dormitorio,,,,,,
10290,Casa,,La Granja,,Liquidambar,,Si,,Terminada,,2 Plantas,3 Dormitorios,,,,3200,370,250000
10291,Casa,Oeste,Córdoba,Villa Cabrera,italia 1200,Abierto,Si,,Terminada,35 años,1 Planta,1 Dormitorio,1 Baño,,Cubierta,81,68,53800
10292,Casa,,La Calera,,,Abierto,Si,,Terminada,8 años,1 Planta,3 Dormitorios,1 Baño,1,Semidescubierta,326,140,140000
10293,Casa,,La Calera,La Estanzuela,Jorge Luis Borges 489,Cerrado,Si,,,,2 Plantas,2 Dormitorios,2 Baños,1,Semidescubierta,,134,230000
10294,Casa,,Valle Hermoso,,,Abierto,Si,,Terminada,50 años,1 Planta,4 Dormitorios,3 Baños,,,5000,,400000
10295,Casa,,La Calera,,,Cerrado,,,,3 ,2 Plantas,2 Dormitorios,1 Baño,2,,468,142,160000
10296,Casa,,Córdoba,Independencia,SAN MARTIN 1200,,Si,,Terminada,29 años,2 Plantas,4 Dormitorios,2 Baños,3,,1234,200,800000
10297,Casa,,Río Ceballos,Otro,Av San Martin 1143,Abierto,Si,,,,,3 Dormitorios,,,,,,255000
10298,Casa,,Tanti,,publica,Abierto,Si,,,10 años,2 Plantas,2 Dormitorios,,,,800,120,
10299,Casa,Sur,Córdoba,,,Abierto,Si,,,,,2 Dormitorios,4 Baños,2,Cubierta,300,250,
10300,Casa,Norte,Córdoba,Patricios,GRANADERO TOBA 3600,Abierto,Si,,Terminada,45 ,1 Planta,4 Dormitorios,3 Baños,1,Cubierta,264,118,60000
10301,Casa,,Córdoba,Urca,Figueroa y Mendoza 800,,,,,22 años,2 Plantas,3 Dormitorios,3 Baños,1,,349,227,210000
10302,Casa,,Villa Carlos Paz,,TUPUNGATO 100,,,,,34 años,,4 Dormitorios,2 Baños,1,,600,186,260000
10303,Casa,Centro,Córdoba,Paso de los Andes,MARIANO MORENO 500,Abierto,Si,,,17 AÑOS,2 Plantas,3 Dormitorios,3 Baños,2,Cubierta,300,281,220000
10304,Casa,,Villa Carlos Paz,,COMODORE DE LA COLINA 100,,,,,,,2 Dormitorios,2 Baños,1,,250,110,85000
10305,Casa,,Los Molles,,"Doroteo Olmedo ,los",,,,,,,3 Dormitorios,1 Baño,1,,96,96,135000
10306,Casa,,Otra,,Vieytes 300,,,,,40 años,1 Planta,Más de 4 Dormitorios,2 Baños,1,Cubierta,285,150,160000
10307,Casa,,San Antonio de Arredondo,,MATACOS 100,,,,,2 años,,3 Dormitorios,4 Baños,2,,750,250,230000
10308,Casa,,Río Ceballos,Villa Catalina,,Con Seguridad,Si,,,,1 Planta,2 Dormitorios,1 Baño,,,500,100,99000
10309,Casa,Norte,Córdoba,Nuevo Poeta Lugones,azor grimaut 3200,Abierto,No,,,10 años,2 Plantas,3 Dormitorios,3 Baños,3,,210,280,200000
10310,Casa,,Mendiolaza,Otro,,Abierto,Si,,Terminada,,2 Plantas,3 Dormitorios,4 Baños,1,Semidescubierta,1385,200,150000
10311,Casa,,Villa Carlos Paz,,GOBERNADOR PEÑA 180,,,,,4 años,,4 Dormitorios,4 Baños,2,,1000,350,500000
10312,Casa,,Alta Gracia,,Bº Mi Valle ,Abierto,Si,,,5 años,1 Planta,3 Dormitorios,2 Baños,4,Cubierta,1000,430,169000
10313,Casa,Norte,Córdoba,Villa Rivera Indarte,Etruria  8948,Abierto,Si,,Terminada,28 años,1 Planta,3 Dormitorios,3 Baños,1,Semidescubierta,1500,216,235000
10314,Casa,Norte,Córdoba,Jorge Newbery,Jorge Eduardo Newbery 100,Abierto,Si,,,40 AÑOS,1 Planta,3 Dormitorios,2 Baños,,,330,170,140000
10315,Casa,,Santa Rosa de Calamuchita,,Roque Saenz Peña 1400,Abierto,Si,,,20 años,2 Plantas,2 Dormitorios,1 Baño,,Semidescubierta,500,100,67000
10316,Casa,,La Calera,La Estanzuela,M 220  36,Country,Si,,,6 años,2 Plantas,3 Dormitorios,3 Baños,3,Semidescubierta,403 m2 terreno,177 m2,249000
10317,Casa,,Córdoba,General Paz,Alonso Tula Cervin  1457,Abierto,Si,,Terminada,30 años,1 Planta,3 Dormitorios,1 Baño,1,Cubierta,250,180,108000
10318,Casa,Norte,Córdoba,Granja de Funes,Rene Bracamonte 6237,Abierto,Si,,Terminada,35 años,1 Planta,3 Dormitorios,1 Baño,1,Cubierta,750,151,150000
10319,Casa,Norte,Córdoba,Jorge Newbery,anchorena  6000,Abierto,Si,,,30 años,1 Planta,3 Dormitorios,2 Baños,2,Cubierta,400,245,240000
10320,Casa,,Alta Gracia,,las rosas,Abierto,Si,,Terminada,5 años,1 Planta,3 Dormitorios,2 Baños,3,Semidescubierta,1000,450,170000
10321,Casa,Oeste,Córdoba,San Francisco,Domingo Funes  1700,Abierto,Si,,,28 años,2 Plantas,4 Dormitorios,3 Baños,1,Cubierta,300,220,165000
10322,Casa,,Río Ceballos,Otro,Los Molles 1500,Abierto,Si,,Terminada,5 años,1 Planta,3 Dormitorios,1 Baño,1,Cubierta,439,66,
10323,Casa,Norte,Córdoba,Centenario,Benigno Acosta 4344,Abierto,Si,,Terminada,65 años,1 Planta,2 Dormitorios,1 Baño,1,,500,139,150000
10324,Casa,Norte,Córdoba,San José,Luis Warcalde  8850,Con Seguridad,,,,,2 Plantas,4 Dormitorios,3 Baños,1,Cubierta,250,171,165000
10325,Casa,,Río Ceballos,Otro,,Abierto,Si,,Terminada,,2 Plantas,2 Dormitorios,2 Baños,1,Cubierta,500,190,78000
10326,Casa,,Villa Giardino,,Helecho 3000,Abierto,Si,,,70 AÑOS,2 Plantas,Más de 4 Dormitorios,4 Baños,2,Cubierta,4300,500,600000
10327,Cabaña,,Tanti,,s/n,Cerrado,Si,,Terminada,10 años,1 Planta,1 Dormitorio,,4,,1100,200,
10328,Casa,,Villa Ballester,,Cnel Charlone 5800,,,,,,,1 Dormitorio,1 Baño,,,60,60,75000
10329,Casa,,Córdoba,,Tahuantisuyo 7300,,,,,6 años,2 Plantas,3 Dormitorios,3 Baños,3,Cubierta,550,168,170000
10330,Duplex,Oeste,Córdoba,Matienzo,,Cerrado,No,,,6 años,2 Plantas,3 Dormitorios,2 Baños,1,Semidescubierta,110 M2,96 m2,75000
10331,Casa,,Córdoba,Centro,Nicolas Avellaneda  38,,Si,,,,,3 Dormitorios,,,,,,115000
10332,Casa,,San Antonio de Arredondo,,,,Si,,,,1 Planta,3 Dormitorios,2 Baños,1,,702,120,130000
10333,Casa,,Villa Carlos Paz,,,,Si,,,,2 Plantas,4 Dormitorios,4 Baños,2,,700,350,300000
10334,Casa,,Villa Carlos Paz,,,,Si,,,,1 Planta,3 Dormitorios,2 Baños,1,,310,110,220000
10335,Casa,Sur,Córdoba,Acosta,Cangallo  500,Abierto,Si,,Terminada,10 años,1 Planta,2 Dormitorios,2 Baños,1,Cubierta,200,100,
10336,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,
10337,Casa,,Córdoba,Marq. de Sobremonte,Gaspar De Medina 500,,,,,,1 Planta,3 Dormitorios,2 Baños,1,Cubierta,320,200,95000
10338,Casa,,Córdoba,,,,,,,,,Monoambiente,,,,,,
10339,Casa,,Alta Gracia,,Matienzo  30,Abierto,Si,,Terminada,16 años,1 Planta,4 Dormitorios,3 Baños,1,Descubierta,450,176,120000
10340,Casa,,Malagueño,,,Country,Si,,,,2 Plantas,3 Dormitorios,3 Baños,2,,2400,380,
10341,Casa,Norte,Córdoba,Marq. de Sobremonte,Francisco Valles 4133,Abierto,Si,,Terminada,,2 Plantas,3 Dormitorios,2 Baños,1,Cubierta,,,70000
10342,Casa,Norte,Córdoba,Urca,EMILIO LAMARCA 3535,Abierto,Si,,,20 años,2 Plantas,Más de 4 Dormitorios,Más de 4 Baños,4,Cubierta,700,450,585000
10343,Casa,,Córdoba,Cerro de las Rosas,,,Si,,Terminada,70 años,,4 Dormitorios,4 Baños,2,Cubierta,6000,6000,900000
10344,Duplex,,La Falda,,Olimpia  700,Abierto,Si,,,A estrenar,2 Plantas,3 Dormitorios,2 Baños,1,Cubierta,160,160,170000
10345,Casa,,Malagueño,,,Cerrado,Si,,,,2 Plantas,4 Dormitorios,4 Baños,4,,2000,400,550000
10346,Casa,Este,Córdoba,Los Sauces,Camino a Capilla de los Remedios 6500,Abierto,Si,,Terminada,40 años,1 Planta,3 Dormitorios,2 Baños,2,Cubierta,526,210,
10347,Casa,,Córdoba,Cerro de las Rosas,Barranca Yaco 2000,,Si,,Terminada,,,3 Dormitorios,2 Baños,2,Cubierta,730,250,280000
10348,Casa,,Villa Carlos Paz,,,,Si,,,,2 Plantas,3 Dormitorios,3 Baños,2,,750,200,310000
10349,Casa,,Villa Carlos Paz,,,,Si,,,,2 Plantas,3 Dormitorios,4 Baños,2,,1000,300,790000
10350,Casa,Oeste,Córdoba,Alberdi,Chubut 200,Abierto,No,,,,1 Planta,2 Dormitorios,1 Baño,,,65,65,56000
10351,Casa,,San Antonio de Arredondo,,,,Si,,,5 años,1 Planta,2 Dormitorios,1 Baño,2,,150,750,160000
10352,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,
